timestamp, utilization.gpu [%], memory.used [MiB]
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:51:04.342, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:51:06.099, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:51:07.946, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:51:09.742, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:51:11.518, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:51:13.315, 0 %, 0 MiB
