timestamp, utilization.gpu [%], memory.used [MiB]
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:56.743, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:57.759, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:58.776, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:59.792, 87 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:00.808, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:01.825, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:02.842, 69 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:03.859, 54 %, 7487 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:04.875, 32 %, 2996 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:05.893, 33 %, 3401 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:06.910, 66 %, 7967 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:07.926, 61 %, 11215 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:08.940, 72 %, 13737 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:09.955, 76 %, 14965 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:10.970, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:11.985, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:12.999, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:14.016, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:15.032, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:16.047, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:17.064, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:18.080, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:19.096, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:20.112, 75 %, 14979 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:21.130, 72 %, 11233 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:22.147, 19 %, 6135 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:23.162, 10 %, 2018 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:24.177, 34 %, 4213 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:25.191, 31 %, 6081 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:26.206, 43 %, 7311 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:27.220, 43 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:28.233, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:29.245, 37 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:30.259, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:31.274, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:32.288, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:33.302, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:34.316, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:35.331, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:36.345, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:37.360, 28 %, 5622 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:38.374, 2 %, 1868 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:39.388, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:40.402, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:41.415, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:42.429, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:43.442, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:44.455, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:45.470, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:46.483, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:47.497, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:48.510, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:49.524, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:11:50.537, 0 %, 0 MiB
